(1235, 1281, 1294, 1327, 1096, 1136, 1186, 1423)
(1235, 1281, 1294, 1327, 1096, 1136, 1186, 1423)
(1336, 1309, 1394, 1319, 1004, 1202, 1243, 1424)
(1336, 1309, 1394, 1319, 1004, 1202, 1243, 1424)
(1448, 1316, 1283, 1304, 958, 1260, 1160, 1417)
(1448, 1316, 1283, 1304, 958, 1260, 1160, 1417)
(1423, 1390, 1299, 1263, 953, 1290, 1138, 1411)
(1423, 1390, 1299, 1263, 953, 1290, 1138, 1411)
(1387, 1352, 1229, 1138, 687, 1198, 1159, 1280)
(1387, 1352, 1229, 1138, 687, 1198, 1159, 1280)
(1327, 1312, 1279, 794, 652, 1295, 1272, 1240)
(1327, 1312, 1279, 794, 652, 1295, 1272, 1240)
(1426, 1262, 1271, 603, 781, 1236, 1205, 1142)
(1426, 1262, 1271, 603, 781, 1236, 1205, 1142)
(1320, 1306, 1318, 736, 958, 1131, 1238, 1039)
(1320, 1306, 1318, 736, 958, 1131, 1238, 1039)
(1309, 1298, 1285, 948, 1125, 1147, 1429, 1128)
(1309, 1298, 1285, 948, 1125, 1147, 1429, 1128)
(1299, 1228, 1301, 1020, 1354, 1214, 1418, 1289)
(1299, 1228, 1301, 1020, 1354, 1214, 1418, 1289)
(1332, 1224, 1292, 1168, 1346, 1206, 1360, 1340)
(1332, 1224, 1292, 1168, 1346, 1206, 1360, 1340)
(1156, 1288, 1218, 1305, 1425, 1211, 1414, 1464)
(1156, 1288, 1218, 1305, 1425, 1211, 1414, 1464)
(1330, 1332, 1337, 1344, 1408, 1286, 1416, 1525)
(1330, 1332, 1337, 1344, 1408, 1286, 1416, 1525)
(1493, 1457, 1522, 1339, 1388, 1264, 1278, 1469)
(1493, 1457, 1522, 1339, 1388, 1264, 1278, 1469)
(1448, 1431, 1679, 1275, 1193, 1174, 1169, 1536)
(1448, 1431, 1679, 1275, 1193, 1174, 1169, 1536)
(1432, 1349, 1606, 1133, 1152, 1031, 1055, 1410)
(1432, 1349, 1606, 1133, 1152, 1031, 1055, 1410)
(1392, 1281, 1689, 982, 935, 921, 887, 1304)
(1392, 1281, 1689, 982, 935, 921, 887, 1304)
(1162, 1097, 1637, 798, 764, 719, 734, 1140)
(1162, 1097, 1637, 798, 764, 719, 734, 1140)
(829, 726, 1491, 415, 425, 438, 451, 1024)
(829, 726, 1491, 415, 425, 438, 451, 1024)
(696, 633, 1244, 320, 309, 296, 431, 572)
(696, 633, 1244, 320, 309, 296, 431, 572)
(408, 612, 1245, 283, 238, 230, 381, 514)
(408, 612, 1245, 283, 238, 230, 381, 514)
(331, 434, 1074, 215, 207, 160, 319, 378)
(331, 434, 1074, 215, 207, 160, 319, 378)
(267, 357, 885, 169, 152, 103, 261, 349)
(267, 357, 885, 169, 152, 103, 261, 349)
(161, 313, 676, 141, 231, 87, 225, 305)
(161, 313, 676, 141, 231, 87, 225, 305)
(109, 251, 648, 111, 268, 74, 215, 249)
(109, 251, 648, 111, 268, 74, 215, 249)
(128, 212, 549, 106, 320, 60, 116, 218)
(128, 212, 549, 106, 320, 60, 116, 218)
(125, 205, 331, 96, 356, 54, 87, 142)
(125, 205, 331, 96, 356, 54, 87, 142)
(120, 186, 240, 95, 350, 52, 66, 109)
(120, 186, 240, 95, 350, 52, 66, 109)
(134, 185, 187, 63, 298, 53, 66, 146)
(134, 185, 187, 63, 298, 53, 66, 146)
(161, 137, 195, 66, 262, 48, 85, 160)
(161, 137, 195, 66, 262, 48, 85, 160)
(139, 143, 183, 62, 197, 40, 279, 200)
(139, 143, 183, 62, 197, 40, 279, 200)
(147, 137, 152, 64, 119, 42, 341, 203)
(147, 137, 152, 64, 119, 42, 341, 203)
(153, 144, 140, 64, 109, 42, 366, 200)
(153, 144, 140, 64, 109, 42, 366, 200)
(136, 119, 135, 59, 160, 41, 376, 332)
(136, 119, 135, 59, 160, 41, 376, 332)
(106, 120, 112, 54, 240, 39, 383, 496)
(106, 120, 112, 54, 240, 39, 383, 496)
(108, 116, 87, 45, 267, 42, 302, 520)
(108, 116, 87, 45, 267, 42, 302, 520)
(105, 124, 85, 43, 264, 43, 247, 602)
(105, 124, 85, 43, 264, 43, 247, 602)
(94, 124, 87, 38, 273, 42, 220, 703)
(94, 124, 87, 38, 273, 42, 220, 703)
(100, 122, 80, 39, 244, 38, 206, 670)
(100, 122, 80, 39, 244, 38, 206, 670)
(99, 115, 67, 35, 198, 41, 188, 561)
(99, 115, 67, 35, 198, 41, 188, 561)
(88, 115, 69, 35, 201, 39, 139, 529)
(88, 115, 69, 35, 201, 39, 139, 529)
(82, 119, 60, 41, 318, 36, 107, 438)
(82, 119, 60, 41, 318, 36, 107, 438)
(85, 121, 62, 43, 352, 37, 240, 294)
(85, 121, 62, 43, 352, 37, 240, 294)
(85, 121, 60, 48, 359, 45, 490, 641)
(85, 121, 60, 48, 359, 45, 490, 641)
(81, 137, 62, 47, 357, 44, 543, 764)
(81, 137, 62, 47, 357, 44, 543, 764)
(78, 150, 474, 46, 334, 45, 718, 1130)
(78, 150, 474, 46, 334, 45, 718, 1130)
(77, 163, 798, 40, 224, 54, 730, 1237)
(77, 163, 798, 40, 224, 54, 730, 1237)
(79, 395, 950, 43, 159, 58, 701, 1309)
(79, 395, 950, 43, 159, 58, 701, 1309)
(127, 420, 1044, 36, 131, 52, 557, 1173)
(127, 420, 1044, 36, 131, 52, 557, 1173)
(189, 523, 1202, 37, 90, 55, 508, 1120)
(189, 523, 1202, 37, 90, 55, 508, 1120)
(211, 572, 1279, 40, 93, 57, 193, 828)
(211, 572, 1279, 40, 93, 57, 193, 828)
(215, 692, 1268, 42, 92, 48, 139, 674)
(215, 692, 1268, 42, 92, 48, 139, 674)
(227, 740, 1448, 41, 210, 59, 105, 497)
(227, 740, 1448, 41, 210, 59, 105, 497)
(204, 866, 1542, 41, 439, 102, 363, 479)
(204, 866, 1542, 41, 439, 102, 363, 479)
(181, 951, 1521, 49, 644, 150, 585, 421)
(181, 951, 1521, 49, 644, 150, 585, 421)
(185, 1136, 1582, 51, 777, 174, 1031, 262)
(185, 1136, 1582, 51, 777, 174, 1031, 262)
(201, 1190, 1648, 49, 968, 245, 1096, 205)
(201, 1190, 1648, 49, 968, 245, 1096, 205)
(187, 1114, 1587, 46, 1114, 284, 1201, 193)
(187, 1114, 1587, 46, 1114, 284, 1201, 193)
(195, 1032, 1566, 52, 1263, 294, 1226, 186)
(195, 1032, 1566, 52, 1263, 294, 1226, 186)
(180, 905, 1633, 45, 1202, 287, 1242, 198)
(180, 905, 1633, 45, 1202, 287, 1242, 198)
(193, 628, 1529, 48, 1139, 282, 927, 188)
(193, 628, 1529, 48, 1139, 282, 927, 188)
(197, 344, 1378, 89, 985, 226, 853, 206)
(197, 344, 1378, 89, 985, 226, 853, 206)
(194, 348, 1352, 106, 794, 175, 704, 207)
(194, 348, 1352, 106, 794, 175, 704, 207)
(183, 288, 1254, 114, 360, 137, 563, 205)
(183, 288, 1254, 114, 360, 137, 563, 205)
(169, 281, 1101, 117, 248, 101, 255, 174)
(169, 281, 1101, 117, 248, 101, 255, 174)
(114, 249, 1021, 125, 130, 84, 172, 125)
(114, 249, 1021, 125, 130, 84, 172, 125)
(56, 234, 968, 103, 107, 78, 143, 78)
(56, 234, 968, 103, 107, 78, 143, 78)
(52, 163, 687, 86, 87, 66, 103, 51)
(52, 163, 687, 86, 87, 66, 103, 51)
(48, 139, 581, 74, 72, 64, 76, 48)
(48, 139, 581, 74, 72, 64, 76, 48)
(46, 139, 457, 76, 62, 66, 63, 36)
(46, 139, 457, 76, 62, 66, 63, 36)
(44, 128, 340, 75, 54, 46, 62, 40)
(44, 128, 340, 75, 54, 46, 62, 40)
(40, 122, 283, 78, 41, 50, 68, 45)
(40, 122, 283, 78, 41, 50, 68, 45)
(39, 135, 253, 78, 38, 51, 66, 46)
(39, 135, 253, 78, 38, 51, 66, 46)
(39, 141, 262, 76, 77, 56, 77, 54)
(39, 141, 262, 76, 77, 56, 77, 54)
(39, 121, 237, 74, 78, 56, 80, 63)
(39, 121, 237, 74, 78, 56, 80, 63)
(44, 134, 234, 60, 81, 57, 81, 62)
(44, 134, 234, 60, 81, 57, 81, 62)
(44, 139, 200, 54, 82, 59, 72, 57)
(44, 139, 200, 54, 82, 59, 72, 57)
(44, 142, 242, 52, 83, 62, 70, 54)
(44, 142, 242, 52, 83, 62, 70, 54)
(43, 168, 252, 52, 48, 56, 48, 48)
(43, 168, 252, 52, 48, 56, 48, 48)
(395, 178, 250, 43, 45, 53, 44, 37)
(395, 178, 250, 43, 45, 53, 44, 37)
(456, 172, 247, 39, 38, 50, 42, 42)
(456, 172, 247, 39, 38, 50, 42, 42)
(463, 171, 238, 37, 37, 44, 40, 49)
(463, 171, 238, 37, 37, 44, 40, 49)
(467, 160, 190, 37, 38, 36, 34, 116)
(467, 160, 190, 37, 38, 36, 34, 116)
(471, 147, 114, 35, 35, 38, 30, 116)
(471, 147, 114, 35, 35, 38, 30, 116)
(266, 153, 94, 34, 36, 39, 31, 124)
(266, 153, 94, 34, 36, 39, 31, 124)
(134, 160, 86, 36, 38, 40, 28, 122)
(134, 160, 86, 36, 38, 40, 28, 122)
(108, 158, 73, 32, 37, 40, 29, 120)
(108, 158, 73, 32, 37, 40, 29, 120)
(93, 179, 86, 31, 35, 39, 29, 59)
(93, 179, 86, 31, 35, 39, 29, 59)
(68, 165, 96, 32, 35, 37, 29, 58)
(68, 165, 96, 32, 35, 37, 29, 58)
(42, 149, 92, 33, 38, 34, 26, 43)
(42, 149, 92, 33, 38, 34, 26, 43)
(39, 134, 84, 31, 37, 35, 34, 48)
(39, 134, 84, 31, 37, 35, 34, 48)
(40, 132, 83, 29, 37, 34, 61, 47)
(40, 132, 83, 29, 37, 34, 61, 47)
(44, 98, 69, 30, 36, 31, 70, 47)
(44, 98, 69, 30, 36, 31, 70, 47)
(41, 110, 53, 28, 35, 31, 73, 44)
(41, 110, 53, 28, 35, 31, 73, 44)
(39, 95, 57, 26, 28, 34, 73, 37)
(39, 95, 57, 26, 28, 34, 73, 37)
(40, 96, 61, 32, 29, 33, 73, 33)
(40, 96, 61, 32, 29, 33, 73, 33)
(39, 97, 62, 33, 28, 32, 53, 32)
(39, 97, 62, 33, 28, 32, 53, 32)
(36, 96, 63, 34, 26, 30, 41, 34)
(36, 96, 63, 34, 26, 30, 41, 34)
(39, 80, 67, 36, 31, 33, 52, 39)
(39, 80, 67, 36, 31, 33, 52, 39)
(44, 93, 115, 42, 43, 46, 56, 45)
(44, 93, 115, 42, 43, 46, 56, 45)
(43, 94, 130, 51, 48, 44, 56, 43)
(43, 94, 130, 51, 48, 44, 56, 43)
(41, 91, 137, 51, 72, 48, 56, 44)
(41, 91, 137, 51, 72, 48, 56, 44)
(41, 92, 144, 51, 74, 53, 55, 42)
(41, 92, 144, 51, 74, 53, 55, 42)
(54, 82, 145, 51, 79, 55, 43, 38)
(54, 82, 145, 51, 79, 55, 43, 38)
(52, 63, 181, 49, 74, 47, 342, 38)
(52, 63, 181, 49, 74, 47, 342, 38)
(52, 68, 530, 35, 73, 48, 401, 37)
(52, 68, 530, 35, 73, 48, 401, 37)
(53, 567, 730, 41, 81, 79, 461, 67)
(53, 567, 730, 41, 81, 79, 461, 67)
(61, 953, 772, 46, 93, 92, 682, 85)
(61, 953, 772, 46, 93, 92, 682, 85)
(51, 1143, 902, 48, 102, 103, 976, 95)
(51, 1143, 902, 48, 102, 103, 976, 95)
(107, 1291, 1084, 59, 137, 144, 1037, 120)
(107, 1291, 1084, 59, 137, 144, 1037, 120)
(702, 1398, 1187, 80, 188, 225, 1213, 172)
(702, 1398, 1187, 80, 188, 225, 1213, 172)
(977, 1443, 1239, 79, 188, 239, 1271, 173)
(977, 1443, 1239, 79, 188, 239, 1271, 173)
(1230, 1385, 1364, 78, 196, 267, 1231, 178)
(1230, 1385, 1364, 78, 196, 267, 1231, 178)
(1442, 1354, 1481, 87, 193, 291, 1105, 176)
(1442, 1354, 1481, 87, 193, 291, 1105, 176)
(1635, 1322, 1553, 94, 195, 289, 1027, 179)
(1635, 1322, 1553, 94, 195, 289, 1027, 179)
(1603, 1336, 1491, 83, 158, 237, 825, 140)
(1603, 1336, 1491, 83, 158, 237, 825, 140)
(1539, 1279, 1460, 88, 156, 221, 711, 136)
(1539, 1279, 1460, 88, 156, 221, 711, 136)
(1486, 1395, 1341, 85, 166, 188, 610, 127)
(1486, 1395, 1341, 85, 166, 188, 610, 127)
(1287, 1365, 1132, 82, 180, 141, 428, 122)
(1287, 1365, 1132, 82, 180, 141, 428, 122)
(1041, 1269, 845, 66, 169, 105, 341, 90)
(1041, 1269, 845, 66, 169, 105, 341, 90)
(847, 1272, 713, 58, 162, 100, 229, 77)
(847, 1272, 713, 58, 162, 100, 229, 77)
(884, 1359, 804, 49, 199, 133, 189, 111)
(884, 1359, 804, 49, 199, 133, 189, 111)
(969, 1175, 947, 60, 189, 124, 139, 106)
(969, 1175, 947, 60, 189, 124, 139, 106)
(1118, 1275, 1069, 92, 192, 141, 143, 135)
(1118, 1275, 1069, 92, 192, 141, 143, 135)
(1335, 1435, 1170, 448, 217, 159, 128, 248)
(1335, 1435, 1170, 448, 217, 159, 128, 248)
(1465, 1406, 1312, 911, 232, 186, 154, 400)
(1465, 1406, 1312, 911, 232, 186, 154, 400)
(1490, 1347, 1297, 1181, 195, 166, 166, 702)
(1490, 1347, 1297, 1181, 195, 166, 166, 702)
(1557, 1363, 1382, 1464, 195, 194, 192, 778)
(1557, 1363, 1382, 1464, 195, 194, 192, 778)
(1559, 1236, 1347, 1671, 194, 211, 208, 811)
(1559, 1236, 1347, 1671, 194, 211, 208, 811)
(1392, 1277, 1274, 1737, 168, 211, 208, 801)
(1392, 1277, 1274, 1737, 168, 211, 208, 801)
(1266, 1191, 1103, 1552, 142, 187, 196, 738)
(1266, 1191, 1103, 1552, 142, 187, 196, 738)
(1107, 1056, 929, 1360, 140, 179, 180, 453)
(1107, 1056, 929, 1360, 140, 179, 180, 453)
(697, 898, 596, 1050, 125, 147, 141, 305)
(697, 898, 596, 1050, 125, 147, 141, 305)
(402, 823, 428, 672, 93, 99, 101, 181)
(402, 823, 428, 672, 93, 99, 101, 181)
(324, 470, 364, 183, 50, 68, 92, 83)
(324, 470, 364, 183, 50, 68, 92, 83)
(256, 510, 325, 116, 53, 62, 64, 64)
(256, 510, 325, 116, 53, 62, 64, 64)
(204, 461, 366, 84, 56, 62, 80, 54)
(204, 461, 366, 84, 56, 62, 80, 54)
(169, 503, 559, 80, 58, 53, 84, 50)
(169, 503, 559, 80, 58, 53, 84, 50)
(150, 623, 854, 57, 61, 55, 84, 48)
(150, 623, 854, 57, 61, 55, 84, 48)
(116, 578, 883, 55, 60, 53, 93, 52)
(116, 578, 883, 55, 60, 53, 93, 52)
(115, 508, 895, 57, 58, 61, 119, 55)
(115, 508, 895, 57, 58, 61, 119, 55)
(114, 507, 876, 54, 67, 60, 115, 56)
(114, 507, 876, 54, 67, 60, 115, 56)
(76, 461, 749, 518, 72, 60, 122, 56)
(76, 461, 749, 518, 72, 60, 122, 56)
(68, 251, 388, 661, 80, 60, 141, 58)
(68, 251, 388, 661, 80, 60, 141, 58)
(52, 138, 314, 690, 85, 60, 140, 57)
(52, 138, 314, 690, 85, 60, 140, 57)
(49, 133, 262, 694, 120, 56, 128, 54)
(49, 133, 262, 694, 120, 56, 128, 54)
(44, 108, 206, 706, 115, 53, 129, 58)
(44, 108, 206, 706, 115, 53, 129, 58)
(46, 111, 203, 486, 112, 53, 128, 60)
(46, 111, 203, 486, 112, 53, 128, 60)
(49, 98, 156, 264, 129, 53, 107, 56)
(49, 98, 156, 264, 129, 53, 107, 56)
(43, 94, 100, 215, 127, 53, 99, 60)
(43, 94, 100, 215, 127, 53, 99, 60)
(46, 102, 91, 225, 97, 48, 90, 59)
(46, 102, 91, 225, 97, 48, 90, 59)
(43, 99, 85, 189, 95, 45, 88, 51)
(43, 99, 85, 189, 95, 45, 88, 51)
(44, 89, 82, 180, 91, 45, 76, 43)
(44, 89, 82, 180, 91, 45, 76, 43)
(52, 102, 86, 180, 53, 43, 71, 44)
(52, 102, 86, 180, 53, 43, 71, 44)
(52, 93, 82, 130, 48, 41, 70, 34)
(52, 93, 82, 130, 48, 41, 70, 34)
(48, 86, 74, 87, 38, 38, 68, 36)
(48, 86, 74, 87, 38, 38, 68, 36)
(49, 142, 81, 74, 43, 39, 61, 36)
(49, 142, 81, 74, 43, 39, 61, 36)
(46, 170, 90, 67, 46, 40, 59, 40)
(46, 170, 90, 67, 46, 40, 59, 40)
(46, 168, 122, 52, 45, 40, 57, 37)
(46, 168, 122, 52, 45, 40, 57, 37)
(54, 166, 124, 592, 49, 41, 61, 44)
